cod_inst;vacantes2021;vacantes2022;vacantes2023;vacantes2024;vacantes2025;categoria;desagregacion;cod_tab
740;130;134;138;138;130;2;1;740201
740;130;134;138;138;130;3;1;740301
741;100;100;90;90;140;0;0;741000
741;100;100;90;90;140;1;3;741103
741;100;100;90;90;140;2;1;741201
741;100;100;90;90;140;3;1;741301
743;0;0;;;;0;0;743000
743;0;0;;;;1;3;743103
743;0;0;;;;2;1;743201
743;0;0;;;;3;1;743301
754;40;50;40;50;160;0;0;754000
754;40;50;40;50;160;1;3;754103
754;40;50;40;50;90;2;1;754201
754;;;;;30;2;2;754202
754;;;;;40;2;4;754204
754;;;;;40;3;0;754300
754;40;50;40;50;120;3;1;754301
767;0;0;;;;0;0;767000
767;0;0;;;;1;3;767103
767;0;0;;;;2;1;767201
767;0;0;;;;3;1;767301
895;1500;2655;2487;2085;2339;0;0;895000
895;0;0;0;0;0;1;1;895101
895;1500;2645;2435;2000;2055;1;5;895105
895;;;;8;9;1;6;895106
895;;;;;220;1;7;895107
895;;10;52;67;45;1;9;895109
895;;;;10;10;1;10;895110
895;1500;2645;2467;2065;2124;2;1;895201
895;;10;20;20;65;2;2;895202
895;;;;;95;2;3;895203
895;;;;0;55;2;4;895204
895;;;;0;55;3;0;895300
895;1500;2655;2487;2085;2189;3;1;895301
895;;;;;95;3;2;895302
896;139;136;186;192;266;0;0;896000
896;139;136;136;142;266;1;5;896105
896;;;50;50;;1;7;896107
896;139;136;136;142;266;2;1;896201
896;;;50;50;;2;3;896203
896;139;136;136;142;266;3;1;896301
896;;;50;50;;3;2;896302
902;983;1000;1260;1570;1360;0;0;902000
902;983;1000;1260;1570;1360;1;2;902102
902;375;520;630;760;600;2;1;902201
902;608;480;630;810;760;2;2;902202
902;983;1000;1260;1570;1360;3;1;902301
906;700;970;640;710;795;0;0;906000
906;700;970;640;710;795;1;2;906102
906;320;450;320;320;366;2;1;906201
906;380;520;320;390;429;2;2;906202
906;700;970;640;710;795;3;1;906301
908;130;200;310;400;370;0;0;908000
908;130;200;310;400;370;1;2;908102
908;40;80;132;175;165;2;1;908201
908;90;120;178;225;205;2;2;908202
908;130;200;310;400;370;3;1;908301
909;80;120;200;480;700;0;0;909000
909;80;120;200;480;700;1;2;909102
909;40;60;100;240;350;2;1;909201
909;40;60;100;240;350;2;2;909202
909;80;120;200;480;700;3;1;909301
910;625;890;1080;1080;990;0;0;910000
910;625;890;1080;1080;990;1;2;910102
910;405;330;390;390;450;2;1;910201
910;220;560;690;690;540;2;2;910202
910;625;890;1080;1080;990;3;1;910301
911;700;725;700;815;1150;0;0;911000
911;700;725;700;815;1075;1;2;911102
911;;;;;75;1;7;911107
911;300;315;315;385;630;2;1;911201
911;400;410;385;430;495;2;2;911202
911;;;;;25;2;4;911204
911;;;;;25;3;0;911300
911;700;725;700;815;1125;3;1;911301
912;140;695;240;680;1445;0;0;912000
912;140;695;240;680;1445;1;2;912102
912;;280;65;80;300;2;1;912201
912;140;415;155;580;1105;2;2;912202
912;;;20;20;0;2;3;912203
912;;;;;40;2;4;912204
912;;;;;40;3;0;912300
912;140;695;220;660;1405;3;1;912301
912;;;20;20;0;3;2;912302
913;;210;450;840;1295;0;0;913000
913;;210;450;840;1295;1;2;913102
913;;140;180;450;950;2;1;913201
913;;70;270;390;345;2;2;913202
913;;210;450;840;1295;3;1;913301
914;550;860;1860;1800;2000;0;0;914000
914;550;860;1860;1800;2000;1;2;914102
914;335;470;510;720;760;2;1;914201
914;215;390;1350;1080;1240;2;2;914202
914;550;860;1860;1800;2000;3;1;914301
915;;75;200;805;1029;0;0;915000
915;;75;200;555;629;1;2;915102
915;;;;250;400;1;7;915107
915;;40;65;220;389;2;1;915201
915;;35;135;585;640;2;2;915202
915;;75;200;805;1029;3;1;915301
916;255;985;970;1046;1140;0;0;916000
916;255;985;970;1046;1140;1;2;916102
916;110;200;365;460;540;2;1;916201
916;145;785;605;586;600;2;2;916202
916;255;985;970;1046;1140;3;1;916301
917;485;590;625;920;1140;0;0;917000
917;485;590;625;920;1140;1;2;917102
917;130;220;220;360;440;2;1;917201
917;355;370;405;560;700;2;2;917202
917;485;590;625;920;1140;3;1;917301
918;120;340;210;315;485;0;0;918000
918;120;340;210;315;485;1;2;918102
918;;150;45;90;115;2;1;918201
918;120;190;165;225;370;2;2;918202
918;120;340;210;315;485;3;1;918301
919;;125;90;280;1050;0;0;919000
919;;125;90;280;1050;1;2;919102
919;;;;;140;2;1;919201
919;;125;90;280;910;2;2;919202
919;;125;90;280;1050;3;1;919301
920;300;265;440;440;425;0;0;920000
920;300;265;440;440;425;1;2;920102
920;125;100;150;125;125;2;1;920201
920;150;140;215;240;225;2;2;920202
920;25;25;75;75;75;2;3;920203
920;275;240;365;365;350;3;1;920301
920;25;25;75;75;75;3;2;920302
951;;;12;11;20;0;0;951000
951;;;12;11;20;1;3;951103
951;;;12;11;20;2;1;951201
951;;;12;11;20;3;1;951301
959;;;;180;180;0;0;959000
959;;;;180;180;1;2;959102
959;;;;180;180;2;3;959203
959;;;;180;180;3;2;959302
961;;;;;60;0;0;961000
961;;;;;60;1;3;961103
961;;;;;60;2;1;961201
961;;;;;60;3;1;961301
969;;;;;150;0;0;969000
969;;;;;150;1;2;969102
969;;;;;150;2;1;969201
969;;;;;150;3;1;969301
970;;;;;54;0;0;970000
970;;;;;54;1;9;970109
970;;;;;6;2;1;970201
970;;;;;48;2;3;970203
970;;;;;6;3;1;970301
970;;;;;48;3;2;970302
